"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"variables supervision_IRRADIATION";"07/06/2024 05:13:12";0;1;45450217502,9977
"DATA LOGGER_VALUE{0}";"07/06/2024 05:13:12";163;1;45450217502,9977
"DATA LOGGER_VALUE{1}";"07/06/2024 05:13:12";147;1;45450217502,9977
"DATA LOGGER_VALUE{5}";"07/06/2024 05:13:12";854;1;45450217502,9977
"variables supervision_ANGLE VENT";"07/06/2024 05:13:12";133;1;45450217502,9977
"variables supervision_VITESSE VENT";"07/06/2024 05:13:12";22;1;45450217502,9977
"DATA_METEO_Static_1{16}";"07/06/2024 05:13:12";0;1;45450217502,9977
"variables supervision_IRRADIATION";"07/06/2024 05:14:12";0;1;45450218197,2801
"DATA LOGGER_VALUE{0}";"07/06/2024 05:14:12";163;1;45450218197,2801
"DATA LOGGER_VALUE{1}";"07/06/2024 05:14:12";147;1;45450218197,2801
"DATA LOGGER_VALUE{5}";"07/06/2024 05:14:12";856;1;45450218197,2801
"variables supervision_ANGLE VENT";"07/06/2024 05:14:12";163;1;45450218197,2801
"variables supervision_VITESSE VENT";"07/06/2024 05:14:12";16;1;45450218197,2801
"DATA_METEO_Static_1{16}";"07/06/2024 05:14:12";0;1;45450218197,2801
"variables supervision_IRRADIATION";"07/06/2024 05:15:12";0;1;45450218891,8056
"DATA LOGGER_VALUE{0}";"07/06/2024 05:15:12";163;1;45450218891,8056
"DATA LOGGER_VALUE{1}";"07/06/2024 05:15:12";147;1;45450218891,8056
"DATA LOGGER_VALUE{5}";"07/06/2024 05:15:12";856;1;45450218891,8056
"variables supervision_ANGLE VENT";"07/06/2024 05:15:12";163;1;45450218891,8056
"variables supervision_VITESSE VENT";"07/06/2024 05:15:12";16;1;45450218891,8056
"DATA_METEO_Static_1{16}";"07/06/2024 05:15:12";0;1;45450218891,8056
"variables supervision_IRRADIATION";"07/06/2024 05:16:12";0;1;45450219585,2083
"DATA LOGGER_VALUE{0}";"07/06/2024 05:16:12";163;1;45450219585,2083
"DATA LOGGER_VALUE{1}";"07/06/2024 05:16:12";147;1;45450219585,2083
"DATA LOGGER_VALUE{5}";"07/06/2024 05:16:12";856;1;45450219585,2083
"variables supervision_ANGLE VENT";"07/06/2024 05:16:12";163;1;45450219585,2083
"variables supervision_VITESSE VENT";"07/06/2024 05:16:12";16;1;45450219585,2083
"DATA_METEO_Static_1{16}";"07/06/2024 05:16:12";0;1;45450219585,2083
"variables supervision_IRRADIATION";"07/06/2024 05:17:12";0;1;45450220279,6991
"DATA LOGGER_VALUE{0}";"07/06/2024 05:17:12";163;1;45450220279,6991
"DATA LOGGER_VALUE{1}";"07/06/2024 05:17:12";147;1;45450220279,6991
"DATA LOGGER_VALUE{5}";"07/06/2024 05:17:12";862;1;45450220279,6991
"variables supervision_ANGLE VENT";"07/06/2024 05:17:12";158;1;45450220279,6991
"variables supervision_VITESSE VENT";"07/06/2024 05:17:12";23;1;45450220279,6991
"DATA_METEO_Static_1{16}";"07/06/2024 05:17:12";0;1;45450220279,6991
"variables supervision_IRRADIATION";"07/06/2024 05:18:12";0;1;45450220974,1204
"DATA LOGGER_VALUE{0}";"07/06/2024 05:18:12";163;1;45450220974,1204
"DATA LOGGER_VALUE{1}";"07/06/2024 05:18:12";146;1;45450220974,1204
"DATA LOGGER_VALUE{5}";"07/06/2024 05:18:12";863;1;45450220974,1204
"variables supervision_ANGLE VENT";"07/06/2024 05:18:12";148;1;45450220974,1204
"variables supervision_VITESSE VENT";"07/06/2024 05:18:12";37;1;45450220974,1204
"DATA_METEO_Static_1{16}";"07/06/2024 05:18:12";0;1;45450220974,1204
"variables supervision_IRRADIATION";"07/06/2024 05:19:12";0;1;45450221668,5532
"DATA LOGGER_VALUE{0}";"07/06/2024 05:19:12";163;1;45450221668,5532
"DATA LOGGER_VALUE{1}";"07/06/2024 05:19:12";147;1;45450221668,5532
"DATA LOGGER_VALUE{5}";"07/06/2024 05:19:12";862;1;45450221668,5532
"variables supervision_ANGLE VENT";"07/06/2024 05:19:12";149;1;45450221668,5532
"variables supervision_VITESSE VENT";"07/06/2024 05:19:12";24;1;45450221668,5532
"DATA_METEO_Static_1{16}";"07/06/2024 05:19:12";0;1;45450221668,5532
"variables supervision_IRRADIATION";"07/06/2024 05:20:12";0;1;45450222363,912
"DATA LOGGER_VALUE{0}";"07/06/2024 05:20:12";162;1;45450222363,912
"DATA LOGGER_VALUE{1}";"07/06/2024 05:20:12";148;1;45450222363,912
"DATA LOGGER_VALUE{5}";"07/06/2024 05:20:12";863;1;45450222363,912
"variables supervision_ANGLE VENT";"07/06/2024 05:20:12";153;1;45450222363,912
"variables supervision_VITESSE VENT";"07/06/2024 05:20:12";28;1;45450222363,912
"DATA_METEO_Static_1{16}";"07/06/2024 05:20:12";0;1;45450222363,912
"variables supervision_IRRADIATION";"07/06/2024 05:21:12";0;1;45450223058,1366
"DATA LOGGER_VALUE{0}";"07/06/2024 05:21:12";162;1;45450223058,1366
"DATA LOGGER_VALUE{1}";"07/06/2024 05:21:12";148;1;45450223058,1366
"DATA LOGGER_VALUE{5}";"07/06/2024 05:21:12";863;1;45450223058,1366
"variables supervision_ANGLE VENT";"07/06/2024 05:21:12";153;1;45450223058,1366
"variables supervision_VITESSE VENT";"07/06/2024 05:21:12";28;1;45450223058,1366
"DATA_METEO_Static_1{16}";"07/06/2024 05:21:12";0;1;45450223058,1366
"variables supervision_IRRADIATION";"07/06/2024 05:22:12";0;1;45450223752,3843
"DATA LOGGER_VALUE{0}";"07/06/2024 05:22:12";162;1;45450223752,3843
"DATA LOGGER_VALUE{1}";"07/06/2024 05:22:12";148;1;45450223752,3843
"DATA LOGGER_VALUE{5}";"07/06/2024 05:22:12";863;1;45450223752,3843
"variables supervision_ANGLE VENT";"07/06/2024 05:22:12";153;1;45450223752,3843
"variables supervision_VITESSE VENT";"07/06/2024 05:22:12";28;1;45450223752,3843
"DATA_METEO_Static_1{16}";"07/06/2024 05:22:12";0;1;45450223752,3843
"variables supervision_IRRADIATION";"07/06/2024 05:23:12";0;1;45450224446,9213
"DATA LOGGER_VALUE{0}";"07/06/2024 05:23:12";162;1;45450224446,9213
"DATA LOGGER_VALUE{1}";"07/06/2024 05:23:12";148;1;45450224446,9213
"DATA LOGGER_VALUE{5}";"07/06/2024 05:23:12";863;1;45450224446,9213
"variables supervision_ANGLE VENT";"07/06/2024 05:23:12";153;1;45450224446,9213
"variables supervision_VITESSE VENT";"07/06/2024 05:23:12";28;1;45450224446,9213
"DATA_METEO_Static_1{16}";"07/06/2024 05:23:12";0;1;45450224446,9213
"variables supervision_IRRADIATION";"07/06/2024 05:24:12";0;1;45450225141,3542
"DATA LOGGER_VALUE{0}";"07/06/2024 05:24:12";162;1;45450225141,3542
"DATA LOGGER_VALUE{1}";"07/06/2024 05:24:12";148;1;45450225141,3542
"DATA LOGGER_VALUE{5}";"07/06/2024 05:24:12";863;1;45450225141,3542
"variables supervision_ANGLE VENT";"07/06/2024 05:24:12";153;1;45450225141,3542
"variables supervision_VITESSE VENT";"07/06/2024 05:24:12";28;1;45450225141,3542
"DATA_METEO_Static_1{16}";"07/06/2024 05:24:12";0;1;45450225141,3542
"variables supervision_IRRADIATION";"07/06/2024 05:25:12";0;1;45450225835,7523
"DATA LOGGER_VALUE{0}";"07/06/2024 05:25:12";162;1;45450225835,7523
"DATA LOGGER_VALUE{1}";"07/06/2024 05:25:12";148;1;45450225835,7523
"DATA LOGGER_VALUE{5}";"07/06/2024 05:25:12";864;1;45450225835,7523
"variables supervision_ANGLE VENT";"07/06/2024 05:25:12";173;1;45450225835,7523
"variables supervision_VITESSE VENT";"07/06/2024 05:25:12";29;1;45450225835,7523
"DATA_METEO_Static_1{16}";"07/06/2024 05:25:12";0;1;45450225835,7523
"variables supervision_IRRADIATION";"07/06/2024 05:26:12";0;1;45450226530,162
"DATA LOGGER_VALUE{0}";"07/06/2024 05:26:12";162;1;45450226530,162
"DATA LOGGER_VALUE{1}";"07/06/2024 05:26:12";148;1;45450226530,162
"DATA LOGGER_VALUE{5}";"07/06/2024 05:26:12";864;1;45450226530,162
"variables supervision_ANGLE VENT";"07/06/2024 05:26:12";173;1;45450226530,162
"variables supervision_VITESSE VENT";"07/06/2024 05:26:12";29;1;45450226530,162
"DATA_METEO_Static_1{16}";"07/06/2024 05:26:12";0;1;45450226530,162
"variables supervision_IRRADIATION";"07/06/2024 05:27:12";0;1;45450227224,537
"DATA LOGGER_VALUE{0}";"07/06/2024 05:27:12";162;1;45450227224,537
"DATA LOGGER_VALUE{1}";"07/06/2024 05:27:12";148;1;45450227224,537
"DATA LOGGER_VALUE{5}";"07/06/2024 05:27:12";864;1;45450227224,537
"variables supervision_ANGLE VENT";"07/06/2024 05:27:12";173;1;45450227224,537
"variables supervision_VITESSE VENT";"07/06/2024 05:27:12";29;1;45450227224,537
"DATA_METEO_Static_1{16}";"07/06/2024 05:27:12";0;1;45450227224,537
"variables supervision_IRRADIATION";"07/06/2024 05:28:12";0;1;45450227918,9583
"DATA LOGGER_VALUE{0}";"07/06/2024 05:28:12";162;1;45450227918,9583
"DATA LOGGER_VALUE{1}";"07/06/2024 05:28:12";148;1;45450227918,9583
"DATA LOGGER_VALUE{5}";"07/06/2024 05:28:12";864;1;45450227918,9583
"variables supervision_ANGLE VENT";"07/06/2024 05:28:12";173;1;45450227918,9583
"variables supervision_VITESSE VENT";"07/06/2024 05:28:12";29;1;45450227918,9583
"DATA_METEO_Static_1{16}";"07/06/2024 05:28:12";0;1;45450227918,9583
"variables supervision_IRRADIATION";"07/06/2024 05:29:12";0;1;45450228613,3333
"DATA LOGGER_VALUE{0}";"07/06/2024 05:29:12";162;1;45450228613,3333
"DATA LOGGER_VALUE{1}";"07/06/2024 05:29:12";148;1;45450228613,3333
"DATA LOGGER_VALUE{5}";"07/06/2024 05:29:12";864;1;45450228613,3333
"variables supervision_ANGLE VENT";"07/06/2024 05:29:12";173;1;45450228613,3333
"variables supervision_VITESSE VENT";"07/06/2024 05:29:12";29;1;45450228613,3333
"DATA_METEO_Static_1{16}";"07/06/2024 05:29:12";0;1;45450228613,3333
"variables supervision_IRRADIATION";"07/06/2024 05:30:12";0;1;45450229307,7662
"DATA LOGGER_VALUE{0}";"07/06/2024 05:30:12";162;1;45450229307,7662
"DATA LOGGER_VALUE{1}";"07/06/2024 05:30:12";148;1;45450229307,7662
"DATA LOGGER_VALUE{5}";"07/06/2024 05:30:12";864;1;45450229307,7662
"variables supervision_ANGLE VENT";"07/06/2024 05:30:12";173;1;45450229307,7662
"variables supervision_VITESSE VENT";"07/06/2024 05:30:12";29;1;45450229307,7662
"DATA_METEO_Static_1{16}";"07/06/2024 05:30:12";0;1;45450229307,7662
"variables supervision_IRRADIATION";"07/06/2024 05:31:12";0;1;45450230002,1875
"DATA LOGGER_VALUE{0}";"07/06/2024 05:31:12";162;1;45450230002,1875
"DATA LOGGER_VALUE{1}";"07/06/2024 05:31:12";148;1;45450230002,1875
"DATA LOGGER_VALUE{5}";"07/06/2024 05:31:12";864;1;45450230002,1875
"variables supervision_ANGLE VENT";"07/06/2024 05:31:12";173;1;45450230002,1875
"variables supervision_VITESSE VENT";"07/06/2024 05:31:12";29;1;45450230002,1875
"DATA_METEO_Static_1{16}";"07/06/2024 05:31:12";0;1;45450230002,1875
"variables supervision_IRRADIATION";"07/06/2024 05:32:12";0;1;45450230696,6667
"DATA LOGGER_VALUE{0}";"07/06/2024 05:32:12";161;1;45450230696,6667
"DATA LOGGER_VALUE{1}";"07/06/2024 05:32:12";147;1;45450230696,6667
"DATA LOGGER_VALUE{5}";"07/06/2024 05:32:12";864;1;45450230696,6667
"variables supervision_ANGLE VENT";"07/06/2024 05:32:12";143;1;45450230696,6667
"variables supervision_VITESSE VENT";"07/06/2024 05:32:12";23;1;45450230696,6667
"DATA_METEO_Static_1{16}";"07/06/2024 05:32:12";0;1;45450230696,6667
"variables supervision_IRRADIATION";"07/06/2024 05:33:12";0;1;45450231391,1574
"DATA LOGGER_VALUE{0}";"07/06/2024 05:33:12";161;1;45450231391,1574
"DATA LOGGER_VALUE{1}";"07/06/2024 05:33:12";147;1;45450231391,1574
"DATA LOGGER_VALUE{5}";"07/06/2024 05:33:12";867;1;45450231391,1574
"variables supervision_ANGLE VENT";"07/06/2024 05:33:12";135;1;45450231391,1574
"variables supervision_VITESSE VENT";"07/06/2024 05:33:12";31;1;45450231391,1574
"DATA_METEO_Static_1{16}";"07/06/2024 05:33:12";0;1;45450231391,1574
"variables supervision_IRRADIATION";"07/06/2024 05:34:12";0;1;45450232085,787
"DATA LOGGER_VALUE{0}";"07/06/2024 05:34:12";161;1;45450232085,787
"DATA LOGGER_VALUE{1}";"07/06/2024 05:34:12";147;1;45450232085,787
"DATA LOGGER_VALUE{5}";"07/06/2024 05:34:12";868;1;45450232085,787
"variables supervision_ANGLE VENT";"07/06/2024 05:34:12";117;1;45450232085,787
"variables supervision_VITESSE VENT";"07/06/2024 05:34:12";17;1;45450232085,787
"DATA_METEO_Static_1{16}";"07/06/2024 05:34:12";0;1;45450232085,787
"variables supervision_IRRADIATION";"07/06/2024 05:35:12";0;1;45450232780,3819
"DATA LOGGER_VALUE{0}";"07/06/2024 05:35:12";161;1;45450232780,3819
"DATA LOGGER_VALUE{1}";"07/06/2024 05:35:12";147;1;45450232780,3819
"DATA LOGGER_VALUE{5}";"07/06/2024 05:35:12";868;1;45450232780,3819
"variables supervision_ANGLE VENT";"07/06/2024 05:35:12";117;1;45450232780,3819
"variables supervision_VITESSE VENT";"07/06/2024 05:35:12";17;1;45450232780,3819
"DATA_METEO_Static_1{16}";"07/06/2024 05:35:12";0;1;45450232780,3819
"variables supervision_IRRADIATION";"07/06/2024 05:36:12";0;1;45450233474,838
"DATA LOGGER_VALUE{0}";"07/06/2024 05:36:12";161;1;45450233474,838
"DATA LOGGER_VALUE{1}";"07/06/2024 05:36:12";146;1;45450233474,838
"DATA LOGGER_VALUE{5}";"07/06/2024 05:36:12";868;1;45450233474,838
"variables supervision_ANGLE VENT";"07/06/2024 05:36:12";145;1;45450233474,838
"variables supervision_VITESSE VENT";"07/06/2024 05:36:12";20;1;45450233474,838
"DATA_METEO_Static_1{16}";"07/06/2024 05:36:12";0;1;45450233474,838
"variables supervision_IRRADIATION";"07/06/2024 05:37:12";0;1;45450234169,1204
"DATA LOGGER_VALUE{0}";"07/06/2024 05:37:12";161;1;45450234169,1204
"DATA LOGGER_VALUE{1}";"07/06/2024 05:37:12";146;1;45450234169,1204
"DATA LOGGER_VALUE{5}";"07/06/2024 05:37:12";868;1;45450234169,1204
"variables supervision_ANGLE VENT";"07/06/2024 05:37:12";145;1;45450234169,1204
"variables supervision_VITESSE VENT";"07/06/2024 05:37:12";20;1;45450234169,1204
"DATA_METEO_Static_1{16}";"07/06/2024 05:37:12";0;1;45450234169,1204
"variables supervision_IRRADIATION";"07/06/2024 05:38:12";0;1;45450234863,5648
"DATA LOGGER_VALUE{0}";"07/06/2024 05:38:12";161;1;45450234863,5648
"DATA LOGGER_VALUE{1}";"07/06/2024 05:38:12";146;1;45450234863,5648
"DATA LOGGER_VALUE{5}";"07/06/2024 05:38:12";869;1;45450234863,5648
"variables supervision_ANGLE VENT";"07/06/2024 05:38:12";83;1;45450234863,5648
"variables supervision_VITESSE VENT";"07/06/2024 05:38:12";17;1;45450234863,5648
"DATA_METEO_Static_1{16}";"07/06/2024 05:38:12";0;1;45450234863,5648
"variables supervision_IRRADIATION";"07/06/2024 05:39:12";0;1;45450235557,963
"DATA LOGGER_VALUE{0}";"07/06/2024 05:39:12";161;1;45450235557,963
"DATA LOGGER_VALUE{1}";"07/06/2024 05:39:12";146;1;45450235557,963
"DATA LOGGER_VALUE{5}";"07/06/2024 05:39:12";872;1;45450235557,963
"variables supervision_ANGLE VENT";"07/06/2024 05:39:12";147;1;45450235557,963
"variables supervision_VITESSE VENT";"07/06/2024 05:39:12";25;1;45450235557,963
"DATA_METEO_Static_1{16}";"07/06/2024 05:39:12";0;1;45450235557,963
"variables supervision_IRRADIATION";"07/06/2024 05:40:12";0;1;45450236252,3032
"DATA LOGGER_VALUE{0}";"07/06/2024 05:40:12";161;1;45450236252,3032
"DATA LOGGER_VALUE{1}";"07/06/2024 05:40:12";146;1;45450236252,3032
"DATA LOGGER_VALUE{5}";"07/06/2024 05:40:12";872;1;45450236252,3032
"variables supervision_ANGLE VENT";"07/06/2024 05:40:12";169;1;45450236252,3032
"variables supervision_VITESSE VENT";"07/06/2024 05:40:12";23;1;45450236252,3032
"DATA_METEO_Static_1{16}";"07/06/2024 05:40:12";0;1;45450236252,3032
"variables supervision_IRRADIATION";"07/06/2024 05:41:12";0;1;45450236946,6088
"DATA LOGGER_VALUE{0}";"07/06/2024 05:41:12";161;1;45450236946,6088
"DATA LOGGER_VALUE{1}";"07/06/2024 05:41:12";146;1;45450236946,6088
"DATA LOGGER_VALUE{5}";"07/06/2024 05:41:12";872;1;45450236946,6088
"variables supervision_ANGLE VENT";"07/06/2024 05:41:12";169;1;45450236946,6088
"variables supervision_VITESSE VENT";"07/06/2024 05:41:12";23;1;45450236946,6088
"DATA_METEO_Static_1{16}";"07/06/2024 05:41:12";0;1;45450236946,6088
"variables supervision_IRRADIATION";"07/06/2024 05:42:12";0;1;45450237641,0648
"DATA LOGGER_VALUE{0}";"07/06/2024 05:42:12";160;1;45450237641,0648
"DATA LOGGER_VALUE{1}";"07/06/2024 05:42:12";146;1;45450237641,0648
"DATA LOGGER_VALUE{5}";"07/06/2024 05:42:12";874;1;45450237641,0648
"variables supervision_ANGLE VENT";"07/06/2024 05:42:12";141;1;45450237641,0648
"variables supervision_VITESSE VENT";"07/06/2024 05:42:12";22;1;45450237641,0648
"DATA_METEO_Static_1{16}";"07/06/2024 05:42:12";0;1;45450237641,0648
"variables supervision_IRRADIATION";"07/06/2024 05:43:12";0;1;45450238335,5208
"DATA LOGGER_VALUE{0}";"07/06/2024 05:43:12";160;1;45450238335,5208
"DATA LOGGER_VALUE{1}";"07/06/2024 05:43:12";146;1;45450238335,5208
"DATA LOGGER_VALUE{5}";"07/06/2024 05:43:12";874;1;45450238335,5208
"variables supervision_ANGLE VENT";"07/06/2024 05:43:12";141;1;45450238335,5208
"variables supervision_VITESSE VENT";"07/06/2024 05:43:12";22;1;45450238335,5208
"DATA_METEO_Static_1{16}";"07/06/2024 05:43:12";0;1;45450238335,5208
"variables supervision_IRRADIATION";"07/06/2024 05:44:12";0;1;45450239029,7801
"DATA LOGGER_VALUE{0}";"07/06/2024 05:44:12";161;1;45450239029,7801
"DATA LOGGER_VALUE{1}";"07/06/2024 05:44:12";146;1;45450239029,7801
"DATA LOGGER_VALUE{5}";"07/06/2024 05:44:12";874;1;45450239029,7801
"variables supervision_ANGLE VENT";"07/06/2024 05:44:12";165;1;45450239029,7801
"variables supervision_VITESSE VENT";"07/06/2024 05:44:12";23;1;45450239029,7801
"DATA_METEO_Static_1{16}";"07/06/2024 05:44:12";0;1;45450239029,7801
"variables supervision_IRRADIATION";"07/06/2024 05:45:12";0;1;45450239724,4676
"DATA LOGGER_VALUE{0}";"07/06/2024 05:45:12";161;1;45450239724,4676
"DATA LOGGER_VALUE{1}";"07/06/2024 05:45:12";146;1;45450239724,4676
"DATA LOGGER_VALUE{5}";"07/06/2024 05:45:12";874;1;45450239724,4676
"variables supervision_ANGLE VENT";"07/06/2024 05:45:12";165;1;45450239724,4676
"variables supervision_VITESSE VENT";"07/06/2024 05:45:12";23;1;45450239724,4676
"DATA_METEO_Static_1{16}";"07/06/2024 05:45:12";0;1;45450239724,4676
"variables supervision_IRRADIATION";"07/06/2024 05:46:12";0;1;45450240418,9005
"DATA LOGGER_VALUE{0}";"07/06/2024 05:46:12";161;1;45450240418,9005
"DATA LOGGER_VALUE{1}";"07/06/2024 05:46:12";145;1;45450240418,9005
"DATA LOGGER_VALUE{5}";"07/06/2024 05:46:12";873;1;45450240418,9005
"variables supervision_ANGLE VENT";"07/06/2024 05:46:12";159;1;45450240418,9005
"variables supervision_VITESSE VENT";"07/06/2024 05:46:12";33;1;45450240418,9005
"DATA_METEO_Static_1{16}";"07/06/2024 05:46:12";0;1;45450240418,9005
"variables supervision_IRRADIATION";"07/06/2024 05:47:12";0;1;45450241113,4838
"DATA LOGGER_VALUE{0}";"07/06/2024 05:47:12";160;1;45450241113,4838
"DATA LOGGER_VALUE{1}";"07/06/2024 05:47:12";146;1;45450241113,4838
"DATA LOGGER_VALUE{5}";"07/06/2024 05:47:12";874;1;45450241113,4838
"variables supervision_ANGLE VENT";"07/06/2024 05:47:12";153;1;45450241113,4838
"variables supervision_VITESSE VENT";"07/06/2024 05:47:12";31;1;45450241113,4838
"DATA_METEO_Static_1{16}";"07/06/2024 05:47:12";0;1;45450241113,4838
"variables supervision_IRRADIATION";"07/06/2024 05:48:12";0;1;45450241808,2523
"DATA LOGGER_VALUE{0}";"07/06/2024 05:48:12";160;1;45450241808,2523
"DATA LOGGER_VALUE{1}";"07/06/2024 05:48:12";146;1;45450241808,2523
"DATA LOGGER_VALUE{5}";"07/06/2024 05:48:12";874;1;45450241808,2523
"variables supervision_ANGLE VENT";"07/06/2024 05:48:12";153;1;45450241808,2523
"variables supervision_VITESSE VENT";"07/06/2024 05:48:12";31;1;45450241808,2523
"DATA_METEO_Static_1{16}";"07/06/2024 05:48:12";0;1;45450241808,2523
"variables supervision_IRRADIATION";"07/06/2024 05:49:12";0;1;45450242502,7315
"DATA LOGGER_VALUE{0}";"07/06/2024 05:49:12";160;1;45450242502,7315
"DATA LOGGER_VALUE{1}";"07/06/2024 05:49:12";146;1;45450242502,7315
"DATA LOGGER_VALUE{5}";"07/06/2024 05:49:12";878;1;45450242502,7315
"variables supervision_ANGLE VENT";"07/06/2024 05:49:12";138;1;45450242502,7315
"variables supervision_VITESSE VENT";"07/06/2024 05:49:12";33;1;45450242502,7315
"DATA_METEO_Static_1{16}";"07/06/2024 05:49:12";0;1;45450242502,7315
"variables supervision_IRRADIATION";"07/06/2024 05:50:12";0;1;45450243197,2801
"DATA LOGGER_VALUE{0}";"07/06/2024 05:50:12";160;1;45450243197,2801
"DATA LOGGER_VALUE{1}";"07/06/2024 05:50:12";146;1;45450243197,2801
"DATA LOGGER_VALUE{5}";"07/06/2024 05:50:12";877;1;45450243197,2801
"variables supervision_ANGLE VENT";"07/06/2024 05:50:12";150;1;45450243197,2801
"variables supervision_VITESSE VENT";"07/06/2024 05:50:12";21;1;45450243197,2801
"DATA_METEO_Static_1{16}";"07/06/2024 05:50:12";0;1;45450243197,2801
"variables supervision_IRRADIATION";"07/06/2024 05:51:12";0;1;45450243891,6898
"DATA LOGGER_VALUE{0}";"07/06/2024 05:51:12";160;1;45450243891,6898
"DATA LOGGER_VALUE{1}";"07/06/2024 05:51:12";146;1;45450243891,6898
"DATA LOGGER_VALUE{5}";"07/06/2024 05:51:12";877;1;45450243891,6898
"variables supervision_ANGLE VENT";"07/06/2024 05:51:12";142;1;45450243891,6898
"variables supervision_VITESSE VENT";"07/06/2024 05:51:12";33;1;45450243891,6898
"DATA_METEO_Static_1{16}";"07/06/2024 05:51:12";0;1;45450243891,6898
"variables supervision_IRRADIATION";"07/06/2024 05:52:12";0;1;45450244586,1806
"DATA LOGGER_VALUE{0}";"07/06/2024 05:52:12";160;1;45450244586,1806
"DATA LOGGER_VALUE{1}";"07/06/2024 05:52:12";146;1;45450244586,1806
"DATA LOGGER_VALUE{5}";"07/06/2024 05:52:12";877;1;45450244586,1806
"variables supervision_ANGLE VENT";"07/06/2024 05:52:12";142;1;45450244586,1806
"variables supervision_VITESSE VENT";"07/06/2024 05:52:12";33;1;45450244586,1806
"DATA_METEO_Static_1{16}";"07/06/2024 05:52:12";0;1;45450244586,1806
"variables supervision_IRRADIATION";"07/06/2024 05:53:12";0;1;45450245280,7176
"DATA LOGGER_VALUE{0}";"07/06/2024 05:53:12";160;1;45450245280,7176
"DATA LOGGER_VALUE{1}";"07/06/2024 05:53:12";146;1;45450245280,7176
"DATA LOGGER_VALUE{5}";"07/06/2024 05:53:12";877;1;45450245280,7176
"variables supervision_ANGLE VENT";"07/06/2024 05:53:12";142;1;45450245280,7176
"variables supervision_VITESSE VENT";"07/06/2024 05:53:12";33;1;45450245280,7176
"DATA_METEO_Static_1{16}";"07/06/2024 05:53:12";0;1;45450245280,7176
"variables supervision_IRRADIATION";"07/06/2024 05:54:12";0;1;45450245975,162
"DATA LOGGER_VALUE{0}";"07/06/2024 05:54:12";160;1;45450245975,162
"DATA LOGGER_VALUE{1}";"07/06/2024 05:54:12";146;1;45450245975,162
"DATA LOGGER_VALUE{5}";"07/06/2024 05:54:12";877;1;45450245975,162
"variables supervision_ANGLE VENT";"07/06/2024 05:54:12";142;1;45450245975,162
"variables supervision_VITESSE VENT";"07/06/2024 05:54:12";33;1;45450245975,162
"DATA_METEO_Static_1{16}";"07/06/2024 05:54:12";0;1;45450245975,162
"variables supervision_IRRADIATION";"07/06/2024 05:55:12";0;1;45450246669,6875
"DATA LOGGER_VALUE{0}";"07/06/2024 05:55:12";160;1;45450246669,6875
"DATA LOGGER_VALUE{1}";"07/06/2024 05:55:12";146;1;45450246669,6875
"DATA LOGGER_VALUE{5}";"07/06/2024 05:55:12";877;1;45450246669,6875
"variables supervision_ANGLE VENT";"07/06/2024 05:55:12";142;1;45450246669,6875
"variables supervision_VITESSE VENT";"07/06/2024 05:55:12";33;1;45450246669,6875
"DATA_METEO_Static_1{16}";"07/06/2024 05:55:12";0;1;45450246669,6875
"variables supervision_IRRADIATION";"07/06/2024 05:56:12";0;1;45450247364,0972
"DATA LOGGER_VALUE{0}";"07/06/2024 05:56:12";160;1;45450247364,0972
"DATA LOGGER_VALUE{1}";"07/06/2024 05:56:12";146;1;45450247364,0972
"DATA LOGGER_VALUE{5}";"07/06/2024 05:56:12";877;1;45450247364,0972
"variables supervision_ANGLE VENT";"07/06/2024 05:56:12";142;1;45450247364,0972
"variables supervision_VITESSE VENT";"07/06/2024 05:56:12";33;1;45450247364,0972
"DATA_METEO_Static_1{16}";"07/06/2024 05:56:12";0;1;45450247364,0972
"variables supervision_IRRADIATION";"07/06/2024 05:57:12";0;1;45450248057,4537
"DATA LOGGER_VALUE{0}";"07/06/2024 05:57:12";160;1;45450248057,4537
"DATA LOGGER_VALUE{1}";"07/06/2024 05:57:12";145;1;45450248057,4537
"DATA LOGGER_VALUE{5}";"07/06/2024 05:57:12";879;1;45450248057,4537
"variables supervision_ANGLE VENT";"07/06/2024 05:57:12";140;1;45450248057,4537
"variables supervision_VITESSE VENT";"07/06/2024 05:57:12";24;1;45450248057,4537
"DATA_METEO_Static_1{16}";"07/06/2024 05:57:12";0;1;45450248057,4537
"variables supervision_IRRADIATION";"07/06/2024 05:58:12";0;1;45450248752,9977
"DATA LOGGER_VALUE{0}";"07/06/2024 05:58:12";161;1;45450248752,9977
"DATA LOGGER_VALUE{1}";"07/06/2024 05:58:12";145;1;45450248752,9977
"DATA LOGGER_VALUE{5}";"07/06/2024 05:58:12";879;1;45450248752,9977
"variables supervision_ANGLE VENT";"07/06/2024 05:58:12";163;1;45450248752,9977
"variables supervision_VITESSE VENT";"07/06/2024 05:58:12";28;1;45450248752,9977
"DATA_METEO_Static_1{16}";"07/06/2024 05:58:12";0;1;45450248752,9977
"variables supervision_IRRADIATION";"07/06/2024 05:59:12";0;1;45450249446,331
"DATA LOGGER_VALUE{0}";"07/06/2024 05:59:12";160;1;45450249446,331
"DATA LOGGER_VALUE{1}";"07/06/2024 05:59:12";145;1;45450249446,331
"DATA LOGGER_VALUE{5}";"07/06/2024 05:59:12";879;1;45450249446,331
"variables supervision_ANGLE VENT";"07/06/2024 05:59:12";144;1;45450249446,331
